상품명,스펙목록,가격
오로라 퀸나 차량용 무선 청소기 QNCV-8000G,차량용청소기 / 무선 / 흡입력: 6000Pa / 최대출력: 80W / 헤파필터 / 추가노즐: 틈새 / 사용시간: 15분 / 충전시간: 2시간 / 크기: 70x302mm / 무게: 867g,49000
일렉트로룩스 퓨어 Q9 PQ91-3BW,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 침구 / 솔형 / 더스팅 / 틈새 / 긴틈새 / 거치대 / [배터리] 내장형 / 충전시간: 4시간 / 사용시간: 55분 / [성능] 5단계여과 / [기능] 브러쉬자동청소 / 셀프스탠딩 / LED라이트 / [부가] 먼지통용량: 0.3L / 색상: 사틴화이트 / 무게: 2.75kg / 크기(가로x세로x깊이): 256x1100x130mm,315400
에이스전자 에이스 K7,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 20000Pa / [구성] 바닥 / 침구 / 솔형 / 틈새 / 연장툴 / 거치대 / [배터리] 분리형 (2개) / 충전시간: 3시간30분 / 사용시간: 1시간10분 / [성능] BLDC인버터모터 / 헤파필터 / 5단계여과 / [기능] 물걸레(별도구매) / 셀프스탠딩 / 프리볼트 / [부가] 색상: 실버 / 무게: 2.9kg / 크기(가로x세로x깊이): 240x1115x170mm,236550
신일전자 SVC-RK200WS,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 솔형 / 틈새 / [배터리] 충전시간: 3시간30분 / 사용시간: 22분 / 헤파필터 / [기능] 배터리잔량표시 / [부가] 먼지통용량: 0.6L / 색상: 화이트 / 무게: 1.8kg / 크기(가로x세로x깊이): 235x1150x175mm,108000
휴스톰 듀얼라이팅 HS-9000,물걸레청소기 / 회전식 / 물걸레전용 / 무선형 / [배터리] 리튬이온 (분리형) / 충전시간: 4시간 / 사용시간: 30분 / [기능] LED라이트 / 가구손상방지 / 각도조절 / 셀프스탠딩 / [부가] 색상: 블랙 / 무게: 3.6kg / 모터과열방지 / 과충전방지 / 오토스토핑 / 패드: 극세사(벨크로형) / 크기(가로x세로x깊이): 410x860x256mm,179000
유니맥스 차량용 무선 BLDC 청소기,"차량용청소기 / 무선 / 흡입력: 4,200Pa / 헤파필터 / 추가노즐: 틈새, 솔브러쉬 / 사용시간: 20분 / 배터리용량: 2,200mAh / 충전시간: 4~5시간 / 색상: 블랙, 화이트 / 무게: 498g",58990
리빙코리아 웰스톰 VC150,핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / 흡입력: 160AW / [구성] 바닥 / 물걸레 / 솔형 / 틈새 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 5시간 / 사용시간: 35분 / [성능] 헤파필터 / 3단계여과 / [기능] LED라이트 / 배터리잔량표시 / [부가] 무게: 2.3kg,176900
후아즘 WC-1500,물걸레청소기 / 회전식 / 물걸레전용 / 무선형 / 사용시간: R분 / [기능] 물분사 / LED라이트 / 각도조절 / 셀프스탠딩 / 풋터치버튼 / 걸레자동세척 / [부가] 물통용량: 0.4L / 패드: 극세사(벨크로형) / 크기(가로x세로x깊이): 350x1200x200mm,99000
샤오미 드리미 P10 Pro,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 130AW / 흡입력: 22000Pa / [구성] 바닥 / 미니모터 / 솔형 / 틈새 / [배터리] 분리형 (1개) / 충전시간: 3시간 / 사용시간: 1시간 / [성능] BLDC모터 / [기능] 디스플레이표시창 / [부가] 먼지통용량: 0.5L / 무게: 1.63kg,189290
쿠팡 홈플래닛 A31,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 7000Pa / [구성] 바닥 / 패브릭 / [배터리] 충전시간: 5시간 / 사용시간: 35분 / [성능] 헤파필터 / 3단계여과 / [부가] 무게: 1.2kg / 크기(가로x세로x깊이): 250x1140x90mm,42690
지웰 벤투스 아쿠아 프로,물걸레청소기 / 롤러식 / 물걸레+진공 / 무선형 / [배터리] 리튬이온 / 충전시간: 3~4시간 / 사용시간: 30분 / [기능] 물분사 / 셀프스탠딩 / 거치대 / [부가] 무게: 3kg / 오토클리닝,299000
신일전자 더쎈 SVC-ECO150,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 150W / [구성] 바닥 / 솔형 / 틈새 / 연장툴 / 거치대 / [배터리] 충전시간: 5~6시간 / 사용시간: 20분 / [성능] 헤파필터 / 3단계여과 / [기능] LED라이트 / 프리볼트 / [부가] 무게: 1.3kg / 크기(가로x세로x깊이): 230x1120x300mm,149990
메이튼 차량용 청소기 OCL-028BK,"차량용청소기 / 무선 / 흡입력: 15,000Pa / 최대출력: 100W / 헤파필터 / 추가노즐: 틈새, 솔브러쉬 / 사용시간: 25분 / 충전시간: 3.5시간 / 색상: 스페이스그레이, 화이트 / 무게 : 540g",215200
샤오미 LYDSTO 핸디형 에어펌프 진공청소기 (해외구매),"차량용청소기 / 무선 / 흡입력: 10,000Pa / 스테인리스 필터 / LED라이트 / 사용시간: 15~30분 / 충전방식: USB C타입 / 배터리용량: 2,500mAH / 크기: 315x55mm / 무게: 500g / 압력설정 / 최대압력: 150psi / 에어배출량(분당): 10L",45810
대웅모닝컴 DWVC-DC9180KP,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 솔형 / 틈새 / 연장툴 / [배터리] 사용시간: 40분 / [성능] 헤파필터 / [기능] LED라이트 / 프리볼트 / [부가] 무게: 2.3kg / 크기(가로x세로x깊이): 130x1200x200mm,80500
티피오스 디제로 D2,핸디청소기 / 무선형 / 흡입전용 / 흡입력: 5900Pa / [구성] 솔형 / 틈새 / [배터리] 충전시간: 2시간30분 / 사용시간: 15분 / [부가] 먼지통용량: 0.1L / 색상: 블랙 / 무게: 0.55kg / 에어컴프레셔,39800
인트비즈 MORUN 차량용 무선 에어건 청소기 V7,"차량용청소기 / 무선 / 흡입력: 5,500Pa / 최대출력: 70W / 헤파필터 / 추가노즐: 솔브러쉬 / LED라이트 / 무게: 474g",79000
일렉트로룩스 퓨어 Q9 파워프로 PQ92-2OGF,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 솔형 / 틈새 / 거치대 / [배터리] 내장형 / 충전시간: 3시간30분 / 사용시간: 50분 / [성능] 5단계여과 / [기능] 셀프스탠딩 / LED라이트 / 배터리잔량표시 / [부가] 먼지통용량: 0.3L / 색상: 그라나이트그레이 / 무게: 0.8kg / 크기(가로x세로x깊이): 256x1097x155mm,354350
유파 EKV-P500,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 솔형 / 틈새 / [성능] 2단계여과 / [부가] 무게: 1.95kg / 크기(가로x세로x깊이): 250x1114x215mm,27110
한경희생활과학 HCV-B450GN,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 침구 / 솔형 / 틈새 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 4~5시간 / 사용시간: 48분 / [성능] BLDC모터 / 4단계여과 / [기능] LED라이트 / 배터리잔량표시 / [부가] 먼지통용량: 0.5L / 색상: 카밍그린+오렌지골드 / 무게: 1.47kg / 크기(가로x세로x깊이): 250x1100x150mm,209500
캐치웰 CX11 PLUS,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 20000Pa / [구성] 바닥 / 침구 / 솔형 / 틈새 / 연장툴 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 4~6시간 / 사용시간: 60분 / [성능] BLDC모터 / 헤파필터 / 5단계여과 / LED라이트 / [부가] 먼지통용량: 0.5L / 색상: 화이트 / 무게: 2.32kg,144690
마미봇 클로모,물걸레청소기 / 롤러식 / 물걸레+진공 / 무선형 / [배터리] 리튬이온 / 사용시간: 30분 / [기능] 흡입력: 5000Pa / 흡입력: 150W / BLDC모터 / 물분사 / 배터리잔량표시 / 거치대 / 걸레자동세척 / 헤파필터 / [부가] 색상: 블랙 / 무게: 4.3kg / 음성안내 / UV살균 / 크기(가로x세로x깊이): 200x1150x260mm,209000
블랙앤데커 PDB315JB,핸디청소기 / 무선형 / 흡입전용 / [구성] 솔형 / 틈새 / [배터리] 충전시간: 10시간 / 사용시간: 12분30초 / [부가] 먼지통용량: 0.56L / 색상: 블루 / 무게: 1.3kg,62090
일렉트로룩스 얼티밋홈 900 EFP91814WH,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 침구 / 솔형 / 더스팅 / 틈새 / 거치대 / [배터리] 분리형 (2개) / 충전시간: 1시간38분 / 사용시간: 1시간 / [성능] 인버터모터 / 5단계여과 / [기능] 물걸레(별도구매) / 디스플레이표시창 / LED라이트 / 배터리잔량표시 / [부가] 먼지통용량: 0.4L / 색상: 쉘화이트 / 무게: 2.88kg / 크기(가로x세로x깊이): 260x1120x260mm,524210
다이슨 디지털 슬림,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 100AW / [구성] 슬림소프트롤러 / 미니모터 / 솔형 / 틈새 / 도킹스테이션 / [배터리] 분리형 (1개) / 충전시간: 3시간30분 / 사용시간: 40분 / [성능] 5단계여과 / [기능] 디스플레이표시창 / [부가] 먼지통용량: 0.3L / 색상: 니켈 / 크기(가로x세로x깊이): 250x1100x250mm,610560
KM그랜드 KMPW-40B,"업소용청소기 / 고압세척기 / 무선형 / [기능] 이동바퀴 / [부가] 탱크용량: 20L / 구성: 본체, 호스, 건",166990
일렉트로룩스 얼티밋홈 900 EFP91814,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 펫 / 솔형 / 더스팅 / 틈새 / 업탑어댑터 / 거치대 / [배터리] 분리형 (2개) / 충전시간: 1시간38분 / 사용시간: 1시간 / [성능] 인버터모터 / 5단계여과 / [기능] 물걸레(별도구매) / 디스플레이표시창 / LED라이트 / 배터리잔량표시 / [부가] 먼지통용량: 0.4L / 색상: 어반그레이 / 무게: 2.88kg / 크기(가로x세로x깊이): 260x1120x260mm,551790
웨이코스 씽크웨이 ThinkAir 세상깨끗한 TA-MV7,물걸레청소기 / 회전식 / 물걸레전용 / 무선형 / [배터리] 충전시간: 4시간 / 사용시간: 1시간20분 / [기능] 물분사 / LED라이트 / 각도조절 / 셀프스탠딩 / [부가] 물통용량: 0.15L / 무게: 1.6kg / 크기(가로x세로x깊이): 295x1120x135mm,77580
한경희생활과학 HEBV-B100WT,"침구청소기 / 핸디형 / 무선형 / [기능] 청소모드: UV살균, 진동 / 진동수: 8000회(분당) / 헤파필터 / 3단계여과 / [부가] 먼지통용량: 0.2L / 무게: 1.1kg",149000
앱코 오엘라 OA-VC05,핸디청소기 / 무선형 / 흡입전용 / [배터리] 내장형 / 충전시간: 3시간 / 사용시간: 50분 / [기능] 탁상용 / [부가] 색상: 블랙 / 무게: 0.185kg / 크기(가로x세로x깊이): 880x710x880mm,18800
일렉트로룩스 WELL Q6 WQ61-1EDBF,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 솔형 / 긴틈새 / 거치대 / [배터리] 내장형 / 충전시간: 4시간30분 / 사용시간: 45분 / [성능] 5단계여과 / [기능] 셀프스탠딩 / LED라이트 / 배터리잔량표시 / [부가] 먼지통용량: 0.3L / 색상: 데님블루 / 무게: 2.65kg / 크기(가로x세로x깊이): 258x1105x140mm,266110
엔퓨텍 퓨라이트ED,침구청소기 / 핸디형 / 무선형 / 충전시간: 2시간 / 사용시간: 1시간30분 / [기능] 청소모드: UV살균 / [부가] 무게: 0.388kg / 크기(가로x세로x깊이): 80x530x60mm,157990
리빙앤 멀티 클린 LMNC-100,"욕실청소기 / 무선형 / [배터리] 내장형 / 사용시간: 2시간 / [기능] 디스플레이표시창 / 배터리잔량표시 / [부가] 무게: 0.76kg / 브러쉬: 원형, 평면, 탈착벨크로, 스펀지, 물걸레, 광택",89180
퀸메이드 제로 QM-V200,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 8500Pa / [구성] 바닥 / 침구 / 솔형 / 틈새 / 연장툴 / 거치대 / [배터리] 충전시간: 3~4시간 / 사용시간: 30분 / [성능] 헤파필터 / [기능] LED라이트 / 배터리잔량표시 / 프리볼트 / [부가] 먼지통용량: 0.5L / 색상: 화이트 / 무게: 2.1kg / 크기(가로x세로x깊이): 240x1090x190mm,490238
LG전자 코드제로 A9S AT9401IB,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 210W / [구성] 바닥 / 솔형 / 틈새 / 올인원타워 / [배터리] 분리형 (2개) / 충전시간: 4시간 / 사용시간: 1시간 / [성능] 스마트인버터모터 / 헤파필터 / 5단계여과 / [기능] 물걸레(별도구매) / IoT기능 / 자동물공급 / 배터리잔량표시 / 자동먼지비움 / [부가] 색상: 아이언그레이+딥그레이 / 무게: 2.6kg / 크기(가로x세로x깊이): 250x1120x260mm,821470
솔리스 핸디클리너 진공 청소기 SVC7101,"차량용청소기 / 무선 / 흡입력: 6,000Pa / 최대출력: 60W / 헤파필터 / 스테인리스 필터 / 추가노즐: 틈새, 솔브러쉬 / 사용시간: 25분 / 충전방식: USB C타입 / 배터리용량: 5,000mAh / 크기: 310x70mm / 무게: 520g",47100
삼성전자 비스포크 제트 VS20A957D3P,핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / 흡입력: 210W / [구성] 바닥 / 물걸레 / 솔형 / 틈새 / 연장툴 / 일체형청정스테이션 / [배터리] 분리형 (2개) / 충전시간: 3시간30분 / 사용시간: 1시간 / [성능] 디지털인버터모터 / 5단계여과 / [기능] 디스플레이표시창 / 자동물공급 / 배터리잔량표시 / 자동먼지비움 / [부가] 먼지통용량: 0.5L / 색상: 미드나잇블루 / 무게: 2.5kg / 크기(가로x세로x깊이): 250x930x202mm,719580
삼에스 ALWAYS CLEAN 차량용 무선 청소기,"차량용청소기 / 무선 / 흡입력: 4,800Pa / 2중필터 / 헤파필터 / 추가노즐: 틈새, 솔브러쉬, 연장호스 / 사용시간: 20분 / 충전시간: 3시간 / 에어건기능 / 충전방식: USB C타입 / 색상: 블랙, 레드, 그레이 / 크기: 72x280mm",41960
스위스밀리터리 아쿠아스피닝 SMA-D88,물걸레청소기 / 롤러식 / 물걸레전용 / 무선형 / [배터리] 충전시간: 2시간 / 사용시간: 25분 / [기능] 물분사 / 각도조절 / 거치대 / 걸레자동세척 / [부가] 물통용량: 0.4L / 색상: 화이트 / 무게: 2.5kg / 크기(가로x세로x깊이): 304x1200x250mm,85410
삼림늑대 무선 차량용청소기 (해외구매),"차량용청소기 / 무선 / 흡입력: 13,000Pa / 최대출력: 120W / 추가노즐: 솔브러쉬 / LED라이트 / 사용시간: 20분 / 크기: 180x158x66mm / 무게: 400g",36800
LG전자 코드제로 A9S A9370,핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / [구성] 바닥 / 물걸레 / 솔형 / 틈새 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 4시간 / 사용시간: 1시간 / [성능] 인버터모터 / 헤파필터 / 5단계여과 / [기능] IoT기능 / 디스플레이표시창 / 자동물공급 / 배터리잔량표시 / [부가] 색상: 아이언그레이 / 크기(가로x세로x깊이): 250x1120x260mm,759000
일렉트로룩스 에르고라피도 베드프로 ZB3323BO,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 침구 / 틈새 / 거치대 / [배터리] 내장형 / 충전시간: 4시간 / 사용시간: 48분 / [성능] 4단계여과 / [기능] 브러쉬자동청소 / 셀프스탠딩 / LED라이트 / 배터리잔량표시 / [부가] 먼지통용량: 0.42L / 색상: 마호가니브론즈 / 무게: 3.36kg / 크기(가로x세로x깊이): 303x690x162mm,232810
한경희생활과학 HKH-C250B,"욕실청소기 / 무선형 / [배터리] 충전시간: 4시간 / 사용시간: 2시간30분 / [기능] 배터리잔량표시 / 프리볼트 / [부가] 색상: 화이트 / 무게: 1.75kg / 방수 / 브러쉬: 바닥, 틈새, 원형 / 크기(가로x세로x깊이): 72x1030x72mm",69900
대우어플라이언스 듀얼파워 DEX-WC235,물걸레청소기 / 회전식 / 물걸레전용 / 무선형 / [배터리] 충전시간: 4시간 / 사용시간: 50분 / [기능] 물분사 / LED라이트 / 각도조절 / 셀프스탠딩 / 배터리잔량표시 / [부가] 물통용량: 0.37L / 색상: 화이트 / 크기(가로x세로x깊이): 365x1080x130mm,89000
스위스밀리터리 SMA-BL2000,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 18000Pa / [구성] 바닥 / 솔형 / 틈새 / 연장툴 / 거치대 / [배터리] 충전시간: 4시간 / 사용시간: 40분 / [성능] BLDC모터 / [기능] LED라이트 / 배터리잔량표시 / 프리볼트 / [부가] 먼지통용량: 0.7L / 색상: 화이트 / 무게: 1.9kg / 크기(가로x세로x깊이): 250x1150x160mm,99000
삼성전자 파워스틱 VS03R6523J2,핸디스틱청소기 / 무선형 / 흡입전용 / [구성] 바닥 / 틈새 / 연장툴 / [배터리] 분리형 (1개) / 헤파필터 / [기능] 셀프스탠딩 / 프리볼트 / [부가] 먼지통용량: 0.25L / 색상: 메탈블랙 / 무게: 2.8kg / 크기(가로x세로x깊이): 250x1130x225mm,252000
아이룸 D10,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 25W / [구성] 바닥 / 침구 / 솔형 / 틈새 / 연장툴 / 거치대 / [배터리] 분리형 (1개) / 충전시간: 4시간 / 사용시간: 35분 / [성능] 헤파필터 / 3단계여과 / LED라이트 / [부가] 무게: 1.9kg,138640
비하우 WYPE B20-T,핸디스틱청소기 / 무선형 / 흡입전용 / 바닥 / 거치대 / [배터리] 충전시간: 2시간30분 / 사용시간: 1시간 / [성능] 헤파필터 / 2단계여과 / [기능] 물걸레(별도구매) / 프리볼트 / [부가] 색상: 화이트 / 무게: 2.35kg / 크기(가로x세로x깊이): 260x1150x193mm,298000
DIBEA D18 플러스,핸디스틱청소기 / 무선형 / 흡입전용 / 흡입력: 9000Pa / [구성] 바닥 / 솔형 / 틈새 / 연장툴 / [배터리] 충전시간: 4~5시간 / 사용시간: 45분 / [성능] 헤파필터 / 3단계여과 / [기능] LED라이트 / 배터리잔량표시 / [부가] 먼지통용량: 0.55L / 무게: 2.2kg / 크기(가로x세로x깊이): 240x1040x211mm,108990
삼성전자 제트 VS20T9257SD,핸디스틱청소기 / 무선형 / 흡입+물걸레겸용 / 흡입력: 200W / [구성] 바닥 / 물걸레 / 솔형 / 틈새 / 연장툴 / 거치대 / [배터리] 분리형 (2개) / 충전시간: 3시간30분 / 사용시간: 1시간 / [성능] 인버터모터 / 헤파필터 / 5단계여과 / [기능] 디스플레이표시창 / 프리볼트 / [부가] 먼지통용량: 0.5L / 색상: 티탄+그레이 / 무게: 2.64kg / 크기(가로x세로x깊이): 250x1123x215mm,649950
유행코리아 더쎈 차량용 무선 청소기 V3,"차량용청소기 / 무선 / 12V / 흡입력: 13,000Pa / 최대출력: 120W / 헤파필터 / 추가노즐: 틈새, 솔브러쉬, 연장호스 / LED라이트 / 사용시간: 20분",194300
